POCO;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INÍCIO;TÉRMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
1-BRSA-606-ESS;34281022969;Petrobras;1ESS176;ES;Campos;BM-C-25;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;27/04/2008;24/06/2008;03/07/2008;Público;"	-21:01:28,149";"	-39:52:22,007";-21,02448583;-39,87277972;SIRGAS2000;Definitiva;Vertical;-4329;4348;4348;MR;19;0;1653;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;;;;;Existe;SS-60;ENSCO 6003;S;14/09/2025
1-BRSA-607-SPS;86316022970;Karoon Brasil;1SPS56;SP;Santos;S-M-1288;BAN  ;BAÚNA;M;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;PRODUZINDO;25/04/2008;10/05/2008;05/06/2008;Público;"	-26:27:09,783";"	-46:33:45,100";-26,4527175;-46,56252778;SIRGAS2000;Definitiva;Vertical;2177;2202;2202;MR;25;0;235;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;;Existe;;;;SS-45;ATLANTIC STAR;N;14/09/2025
1-BRSA-61-RSS;70381019357;Petrobras;1RSS4;RS;Pelotas;BP-1;;;M;S;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;08/04/2001;14/05/2001;29/05/2001;Público;"	-32:50:58,194";"	-50:17:53,750";-32,84949833;-50,29826389;SIRGAS2000;Definitiva;Vertical;;2379;;MR;14;;668;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;NS-14;DISCOVER SEVEN SEAS;;14/09/2025
1-BRSA-614-BAS;20266023026;Petrobras;1BAS139;BA;Almada;BM-CAL-6;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;19/05/2008;15/06/2008;23/06/2008;Público;"	-14:41:37,286";"	-38:49:33,140";-14,69369056;-38,82587222;SIRGAS2000;Definitiva;Vertical;-2845;2870;2870;MR;25;0;1147;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;Existe;;Existe;;;;;;SS-54;OCEAN WINNER;;14/09/2025
1-BRSA-617-SCS;82316023029;Petrobras;1SCS13;SC;Santos;BM-S-12;;;M;S;1;Pioneiro;PRODUTOR COMERCIAL DE GÁS NATURAL;ABANDONADO PERMANENTEMENTE;20/05/2008;08/10/2008;13/10/2008;Público;"	-27:06:33,265";"	-46:34:02,081";-27,10924028;-46,56724472;SIRGAS2000;Definitiva;Vertical;-5049;5074;5074;MR;25;0;468;NM;;;;;Existe;Existe;Existe;Existe;Existe;Existe;;;;;;;Existe;Existe;;;;Existe;SS-48;PRIDE SOUTH ATLANTIC;N;14/09/2025
1-BRSA-618-RJS;74316023043;Petrobras;1RJS656;RJ;Santos;BBG;BBG  ;BERBIGÃO;M;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;24/05/2008;20/08/2008;16/09/2008;Público;"	-24:59:11,878";"	-42:36:50,634";-24,98663278;-42,614065;SIRGAS2000;Definitiva;Vertical;-6053,6;6080;6080;MR;25;0;2224;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;Existe;;;Existe;SS-53;NOBLE PAUL WOLF;S;14/09/2025
1-BRSA-619-RJS;74281023044;Petrobras;1RJS657;RJ;Campos;C-M-333;;;M;S;1;Pioneiro;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;ABANDONADO PERMANENTEMENTE;23/05/2008;19/06/2008;19/06/2008;Público;"	-22:40:06,355";"	-40:46:42,325";-22,66843194;-40,77842361;SIRGAS2000;Definitiva;Vertical;-2173;2200;2200;MR;27;0;102;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;;Existe;;;;SS-52;OCEAN WHITTINGTON;N;14/09/2025
1-BRSA-62-ES;34270019363;Capixaba Energia;1SFA2ES;ES;Espírito Santo;ES-T-441;BAT  ;BATUÍRA;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;DEVOLVIDO;11/04/2001;18/04/2001;21/04/2001;Público;"	-19:02:34,168";"	-39:52:03,965";-19,04282444;-39,86776806;SIRGAS2000;Definitiva;Vertical;0;1260;0;MR;12;7,6;0;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;;SEPE-01;SEPE Nº 1;I;14/09/2025
1-BRSA-627-RN;72100023101;Petrobras;1FSP3RN;RN;Potiguar;POT-T-488;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;20/06/2008;01/07/2008;01/07/2008;Público;"	-05:13:47,306";"	-36:23:21,327";-5,229807222;-36,3892575;SIRGAS2000;Definitiva;Vertical;-586;621;621;MR;35,2;31,4;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;;;;;;SC-86;SONDA CONVENCIONAL 86;;14/09/2025
1-BRSA-628-RN;72100023110;3R Potiguar;1RIV2RN;RN;Potiguar;;BRS  ;BARRINHA SUDOESTE;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;FECHADO;20/06/2008;07/07/2008;21/10/2008;Público;"	-05:17:12,086";"	-37:17:11,955";-5,286690556;-37,28665417;SIRGAS2000;Definitiva;Vertical;-1859;1874;1874;MR;15;9,5;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;Existe;;;;;SC-115;SONDA CONVENCIONAL 115;I;14/09/2025
1-BRSA-63-RN;72100019378;PetroRecôncavo;1RAP5RN;RN;Potiguar;BPOT-4;ASB  ;ASA BRANCA;T;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM GÁS NATURAL;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;18/04/2001;24/05/2001;14/01/2006;Público;"	-05:31:45,050";"	-37:34:44,749";-5,529180556;-37,57909694;SIRGAS2000;Definitiva;Vertical;2070;2133;2133;MR;56;47,3;0;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;;SC-106;SONDA CONVENCIONAL 106;;14/09/2025
1-BRSA-635-SCS;82316023135;Petrobras;1SCS14;SC;Santos;BM-S-12;;;M;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;03/07/2008;20/08/2008;02/09/2008;Público;"	-27:00:32,521";"	-46:50:10,648";-27,00903361;-46,83629111;SIRGAS2000;Definitiva;Vertical;-5204;5230;5230;MR;25;0;212;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;Existe;;Existe;;;;;Existe;SS-39;ALASKAN STAR;N;14/09/2025
1-BRSA-637D-BAS;20266023137;Petrobras;1BAS140D;BA;Almada;BM-CAL-5;;;M;S;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO E GÁS NATURAL;ARRASADO;03/07/2008;22/09/2008;25/11/2008;Público;"	-14:11:24,354";"	-38:50:48,708";-14,19009833;-38,84686333;SIRGAS2000;Definitiva;Direcional;-3259,5;3396;3398;MR;25;0;495;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;Existe;;Existe;Existe;Existe;;Existe;;SS-54;OCEAN WINNER;;14/09/2025
1-BRSA-64-RNS;72101019382;Petrobras;1RNS144;RN;Potiguar;R093;DEN  ;DENTÃO;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO E GÁS NATURAL;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;19/04/2001;29/06/2001;18/07/2001;Público;"	-04:39:28,379";"	-36:52:43,004";-4,657883056;-36,87861222;SIRGAS2000;Definitiva;Vertical;-4505;4545;4545;MR;27;0;17;NM;;;;;Existe;Existe;Existe;Existe;;;Existe;;;;;;Existe;;;;;;P-5;PETROBRAS V;;14/09/2025
1-BRSA-641-ES;34270023183;Petrobras;1BE1ES;ES;Espírito Santo;ES-T-454;CRR  ;CORRUIRA;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ARRASADO;24/07/2008;03/09/2008;13/09/2008;Público;"	-19:06:37,480";"	-39:48:19,380";-19,11041111;-39,80538333;SIRGAS2000;Definitiva;Vertical;-2429,1;2437;2437;MR;7,9;2,5;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;Existe;;;;;SPP-08;SONDA DE PERFURAÇÃO PREST 08;I;14/09/2025
1-BRSA-642-SPS;86316023197;Petrobras;1SPS59;SP;Santos;S-M-557;;;M;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ABANDONADO PERMANENTEMENTE;29/07/2008;16/11/2008;04/12/2008;Público;"	-24:54:27,729";"	-45:19:15,429";-24,9077025;-45,3209525;SIRGAS2000;Definitiva;Vertical;5344;5371;5371;MR;23;0;103;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;;;;;Existe;SS-66;ENSCO 5000 (PRIDE MEXICO);N;14/09/2025
1-BRSA-643-SE;90120023198;Petrobras;1CBO1SE;SE;Sergipe;SEAL-T-356;;;T;S;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;29/07/2008;05/08/2008;06/08/2008;Público;"	-10:30:16,182";"	-36:55:27,704";-10,504495;-36,92436222;SIRGAS2000;Definitiva;Vertical;-490;577;577;MR;87;83,5;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;;;;;;SC-85;SONDA CONVENCIONAL 85;;14/09/2025
1-BRSA-644D-BA;20240023199;Petrobras;1PIR1DBA;BA;Recôncavo;BT-REC-4;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ARRASADO;30/07/2008;10/09/2008;18/09/2008;Público;"	-12:01:51,069";"	-38:09:18,109";-12,0308525;-38,15503028;SIRGAS2000;Definitiva;Direcional;-2719,5;2990;2992,5;MR;139;129,6;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;Existe;;;;;SC-108;SONDA CONVENCIONAL 108;I;14/09/2025
1-BRSA-645-SE;90120023200;Petrobras;1SIB1SE;SE;Sergipe;SEAL-T-356;;;T;S;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;30/07/2008;01/09/2008;04/09/2008;Público;"	-10:31:33,560";"	-36:52:45,057";-10,52598889;-36,8791825;SIRGAS2000;Definitiva;Vertical;-1673;1771;1771;MR;98;93,4;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;Existe;;;;;SC-82;SONDA CONVENCIONAL 82;;14/09/2025
1-BRSA-650D-ESS;34271023222;BW Maromba;1ESS185DES;ES;Espírito Santo;BM-ES-5;;;M;S;1;Pioneiro;PORTADOR DE GÁS NATURAL;ABANDONADO PERMANENTEMENTE;10/08/2008;21/01/2009;13/03/2009;Público;"	-19:46:37,479";"	-39:33:57,265";-19,7770775;-39,56590694;SIRGAS2000;Definitiva;Direcional;-4894;5030;5030;MR;35;0;60;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;Existe;;Existe;;PA-37;OFFSHORE DEFENDER;N;14/09/2025
1-BRSA-652-RN;72100023231;Petrobras;1RMC1RN;RN;Potiguar;POT-T-531;;;T;S;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;12/08/2008;19/08/2008;20/08/2008;Público;"	-05:15:51,317";"	-36:27:28,058";-5,264254722;-36,45779389;SIRGAS2000;Definitiva;Vertical;-529,7;588;588,7;MR;59;55,8;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;;;;;;SC-95;SONDA CONVENCIONAL 95;;14/09/2025
1-BRSA-658-SPS;86316023264;Karoon Brasil;1SPS57;SP;Santos;S-M-1289;BAN  ;BAÚNA;M;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;25/08/2008;17/09/2008;28/10/2008;Público;"	-26:24:44,387";"	-46:29:47,167";-26,41232972;-46,49643528;SIRGAS2000;Definitiva;Vertical;-2300;2322;2322;MR;22;0;276;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;;;Existe;;Existe;;;;SS-40;OCEAN YORKTOWN;N;14/09/2025
1-BRSA-659-SE;90120023271;Carmo;1POI2SE;SE;Sergipe;CP;CP   ;CARMÓPOLIS;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;FECHADO;28/08/2008;17/09/2008;14/11/2008;Público;"	-10:42:18,777";"	-37:05:19,371";-10,70521583;-37,08871417;SIRGAS2000;Definitiva;Vertical;-697;754;754;MR;57;52,9;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;;Existe;;;;SP-01;Itaí;I;14/09/2025
1-BRSA-664-ES;34270023331;Origem Alagoas;1ABC1ES;ES;Espírito Santo;MOS_OP;4407;Mosquito;T;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM GÁS NATURAL;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;21/09/2008;11/10/2008;04/02/2009;Público;"	-18:58:48,890";"	-39:50:31,687";-18,98024722;-39,84213528;SIRGAS2000;Definitiva;Vertical;-1966;1977;1977;MR;11;6;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;;;;;;BCH-1;BCH Energy 1;I;14/09/2025
1-BRSA-665-RJS;74281023333;Petrobras;1RJS658;RJ;Campos;BM-C-14;;;M;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;24/09/2008;11/12/2008;23/12/2008;Público;"	-23:33:55,445";"	-40:45:57,003";-23,56540139;-40,76583417;SIRGAS2000;Definitiva;Vertical;-5150;5177;5177;MR;25;0;2256;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;Existe;;;Existe;Existe;;;;;SS-53;NOBLE PAUL WOLF;S;14/09/2025
1-BRSA-667-SPS;86316023335;Petrobras;1SPS58;SP;Santos;S-M-1226;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;25/09/2008;13/10/2008;18/10/2008;Público;"	-26:19:47,437";"	-46:33:12,522";-26,32984361;-46,55347833;SIRGAS2000;Definitiva;Vertical;-2164;2189;2189;MR;25;0;196;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;;;Existe;;;;;;SS-65;BORGNY DOPHIN;N;14/09/2025
1-BRSA-669-BAS;20251023374;Petrobras;1BAS147;BA;Jequitinhonha;BM-J-3;;;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;09/10/2008;23/12/2008;21/01/2009;Público;"	-15:27:42,697";"	-38:17:46,962";-15,46186028;-38,29637833;SIRGAS2000;Definitiva;Vertical;-5281;5300;5300;MR;18;0;2336;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;;Existe;NS-21;OCEAN CLIPPER;;14/09/2025
1-BRSA-67-ESS;34271019404;Petrobras;1ESS107;ES;Espírito Santo;BES-2;;;M;S;1;Pioneiro;PORTADOR DE GÁS NATURAL;ABANDONADO PERMANENTEMENTE;04/05/2001;;04/10/2001;Público;"	-19:51:18,001";"	-39:18:43,529";-19,85500028;-39,31209139;SIRGAS2000;Definitiva;Vertical;;4967;;MR;25;0;1275;NM;;;;;Existe;Existe;Existe;;;Existe;Existe;;;;Existe;;;;;;;Existe;NS-20;DEEPWATER EXPEDITION;N;14/09/2025
1-BRSA-671-ES;34270023402;Petrobras;1GJ1ES;ES;Espírito Santo;ES-T-454;CRR  ;CORRUIRA;T;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM GÁS NATURAL;ARRASADO;20/10/2008;15/11/2008;26/01/2009;Público;"	-19:07:04,590";"	-39:48:21,578";-19,11794167;-39,80599389;SIRGAS2000;Definitiva;Vertical;-2009,5;2015;2018,5;MR;8,6;3,2;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;Existe;;;;;SPP-08;SONDA DE PERFURAÇÃO PREST 08;;14/09/2025
1-BRSA-672-BA;20260023404;Petrobras;1PIM1BA;BA;Mucuri;ES-T-125;;;T;S;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;21/10/2008;27/10/2008;29/10/2008;Público;"	-17:58:34,136";"	-39:31:52,925";-17,97614889;-39,53136806;SIRGAS2000;Definitiva;Vertical;-910,5;930;931,5;MR;21;15,7;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;;;;;;DF-04;DRILLFOR-04;;14/09/2025
1-BRSA-673-RN;72100023407;PetroRecôncavo;1GPR1RN;RN;Potiguar;BT-POT-9;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;21/10/2008;28/11/2008;09/10/2009;Público;"	-05:30:58,112";"	-37:39:02,717";-5,516142222;-37,65075472;SIRGAS2000;Definitiva;Vertical;-2408,6;2502;2505;MR;93,4;84,3;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;;Existe;;;;SAIPEM-3;SONDA SAIPEM 3;;14/09/2025
1-BRSA-674-BA;20240023426;Petrobras;1SBZ1BA;BA;Recôncavo;REC-T-67;;;T;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;03/11/2008;20/11/2008;24/11/2008;Público;"	-12:02:20,056";"	-38:14:24,979";-12,03890444;-38,24027194;SIRGAS2000;Definitiva;Vertical;-1853,5;2001;2006,5;MR;152,5;143,1;;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;;;;;;SC-105;SONDA CONVENCIONAL 105;;14/09/2025
1-BRSA-675-RN;72100023436;Phoenix Óleo & Gás;1RAG5RN;RN;Potiguar;POT-T-744;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO E GÁS NATURAL;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;03/11/2008;29/11/2008;11/04/2009;Público;"	-05:28:43,936";"	-37:20:09,509";-5,478871111;-37,33597472;SIRGAS2000;Definitiva;Vertical;-2158;2226;2226;MR;67,9;63,1;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;Existe;;;;;;;;;BCH-2;BCH Energy 2;I;14/09/2025
1-BRSA-677-BA;20260023440;Petrobras;1MRP1BA;BA;Mucuri;ES-T-108;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;05/11/2008;23/11/2008;25/11/2008;Público;"	-17:56:19,037";"	-39:28:02,347";-17,93862139;-39,46731861;SIRGAS2000;Definitiva;Vertical;-1279,8;1287;1288,8;MR;9;4,1;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;;Existe;;;;DF-04;DRILLFOR-04;;14/09/2025
1-BRSA-680-RN;72100023466;Petrobras;1IPU1RN;RN;Potiguar;POT-T-605;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;16/11/2008;11/12/2008;03/09/2009;Público;"	-05:21:48,667";"	-37:29:42,734";-5,363518611;-37,49520389;SIRGAS2000;Definitiva;Vertical;-2073;2115;2115;MR;41,7;36,2;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;Existe;Existe;;;;SC-115;SONDA CONVENCIONAL 115;;14/09/2025
1-BRSA-682-ESS;34271023481;Petrobras;1ESS186;ES;Espírito Santo;ES-M-590;;;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;22/11/2008;25/04/2009;13/05/2009;Público;"	-20:21:23,398";"	-39:29:46,644";-20,35649944;-39,49629;SIRGAS2000;Definitiva;Vertical;-5547;5571;5571;MR;24;0;1798;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;;Existe;NS-26;DEEPWATER MILLENIUM;N;14/09/2025
1-BRSA-683-ESS;34271023494;Petrobras;1ESS180;ES;Espírito Santo;ES-M-523;;;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO E GÁS NATURAL;ABANDONADO PERMANENTEMENTE;26/11/2008;18/09/2009;04/10/2009;Público;"	-20:02:15,558";"	-39:15:11,262";-20,037655;-39,25312833;SIRGAS2000;Definitiva;Vertical;-5430;5444;5444;MR;14;0;1723;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;;Existe;NS-15;PARAGON DPDS3 (NOBLE ROGER EASON);N;14/09/2025
1-BRSA-686-ES;34270023497;Petrobras;1CAQ1ES;ES;Espírito Santo;ES-T-373;RSMO ;RIO SÃO MATEUS OESTE;T;S;1;Pioneiro;PRODUTOR COMERCIAL DE PETRÓLEO E GÁS NATURAL;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;29/11/2008;12/12/2008;08/06/2009;Público;"	-18:45:35,918";"	-39:50:49,028";-18,75997722;-39,84695222;SIRGAS2000;Definitiva;Vertical;-1113;1144;1146;MR;33;28,7;0;NM;;;;;Existe;Existe;Existe;Existe;Existe;;;;;;;;Existe;;Existe;;;;BCH-1;BCH Energy 1;I;14/09/2025
1-BRSA-687-RN;72100023505;Petrobras;1HZ2RN;RN;Potiguar;POT-T-606;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;03/12/2008;30/12/2008;26/05/2009;Público;"	-05:21:36,682";"	-37:25:45,702";-5,360189444;-37,42936167;SIRGAS2000;Definitiva;Vertical;1954;2021;2021;MR;67,1;57,5;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;Existe;Existe;;;;BCH-8;BCH ENERGY 8;;14/09/2025
1-BRSA-688-RN;72100023506;Petrobras;1FUB3RN;RN;Potiguar;POT-T-445;;;T;S;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;04/12/2008;10/12/2008;12/12/2008;Público;"	-05:11:54,152";"	-36:19:16,157";-5,198375556;-36,32115472;SIRGAS2000;Definitiva;Vertical;-619;633;633;MR;13,7;10,1;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;;;;;;SC-86;SONDA CONVENCIONAL 86;;14/09/2025
1-BRSA-689-SE;90120023508;Carmo;1POI1SE;SE;Sergipe;CP;CP   ;CARMÓPOLIS;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;05/12/2008;18/12/2008;23/12/2008;Público;"	-10:41:45,167";"	-37:05:45,241";-10,69587972;-37,09590028;SIRGAS2000;Definitiva;Vertical;-702;774;775;MR;73;68,5;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;Existe;;;Existe;Existe;;;;;SC-82;SONDA CONVENCIONAL 82;I;14/09/2025
1-BRSA-69A-CES;30101019437;Petrobras;1CES154A;CE;Potiguar;BCE-2;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;22/05/2001;26/06/2001;02/07/2001;Público;"	-03:53:33,626";"	-37:20:36,469";-3,892673889;-37,34346361;SIRGAS2000;Definitiva;Vertical;;3942;;MR;18;0;1636;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;Existe;;Existe;Existe;;;;;NS-21;OCEAN CLIPPER;;14/09/2025
1-BRSA-69-CES;30101019424;Petrobras;1CES154;CE;Potiguar;BCE-2;;;M;S;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;16/05/2001;21/05/2001;21/05/2001;Público;"	-03:53:32,656";"	-37:20:36,452";-3,892404444;-37,34345889;SIRGAS2000;Definitiva;Vertical;;2003;;MR;18;0;1620;NM;;;;;Existe;Existe;;;;;;;;;;;;;;;;;NS-21;OCEAN CLIPPER;;14/09/2025
1-BRSA-691-SE;90120023519;Petrobras;1VV2SE;SE;Sergipe;SEAL-T-357;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;12/12/2008;24/03/2009;29/03/2009;Público;"	-10:31:10,154";"	-36:50:48,200";-10,51948722;-36,84672222;SIRGAS2000;Definitiva;Vertical;-2390,7;2509;2509;MR;115;110,3;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;;;;;;SC-91;SONDA CONVENCIONAL 91;;14/09/2025
1-BRSA-692D-BA;20240023523;Petrobras;1CMB1DBA;BA;Recôncavo;REC-T-103;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;14/12/2008;22/12/2008;25/12/2008;Público;"	-12:13:45,171";"	-38:29:41,459";-12,22921417;-38,49484972;SIRGAS2000;Definitiva;Direcional;-697,2;952;952,6;MR;239,9;233,2;0;NM;;;;;;Existe;Existe;;Existe;;;;;;;;Existe;Existe;;;;;BCH-4;BCH Energy 4;;14/09/2025
1-BRSA-693-RN;72100023526;Petrobras;1MTB1RN;RN;Potiguar;POT-T-706;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;15/12/2008;19/12/2008;15/07/2009;Público;"	-05:24:51,601";"	-36:52:24,203";-5,414333611;-36,87338972;SIRGAS2000;Definitiva;Vertical;-396;412;412;MR;15,8;12,3;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;;;;;;SC-86;SONDA CONVENCIONAL 86;;14/09/2025
1-BRSA-696-SE;90120023544;Carmo;1FSJQ3SE;SE;Sergipe;MG;MG   ;MATO GROSSO;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;FECHADO;17/12/2008;31/12/2008;02/01/2009;Público;"	-10:43:27,315";"	-37:08:36,171";-10,72425417;-37,14338083;SIRGAS2000;Definitiva;Vertical;-670;743;743;MR;73;69,2;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;Existe;;;;Existe;;;;;SP-01;Itaí;;14/09/2025
1-BRSA-697-RN;72100023553;Petrobras;1LCG1RN;RN;Potiguar;POT-T-706;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;23/12/2008;26/12/2008;15/07/2009;Público;"	-05:24:43,471";"	-36:49:49,935";-5,412075278;-36,8305375;SIRGAS2000;Definitiva;Vertical;-398;417;417;MR;19,1;15,5;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;;;;;;SC-86;SONDA CONVENCIONAL 86;;14/09/2025
