POCO;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INÍCIO;TÉRMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
1-BRSA-698-SE;90120023568;Carmo;1DP2SE;SE;Sergipe;MG;MG   ;MATO GROSSO;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;PRODUZINDO;27/12/2008;04/01/2009;06/01/2009;Público;"	-10:40:55,073";"	-37:08:58,389";-10,68196472;-37,1495525;SIRGAS2000;Definitiva;Vertical;-603,5;735;736,8;MR;124;119,2;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;Existe;;;Existe;Existe;;;;;SC-82;SONDA CONVENCIONAL 82;;14/09/2025
1-BRSA-699D-BA;20240023569;Petrobras;1EPE1DBA;BA;Recôncavo;REC-T-126;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;31/12/2008;07/01/2009;10/01/2009;Público;"	-12:15:03,418";"	-38:27:34,552";-12,25094944;-38,45959778;SIRGAS2000;Definitiva;Direcional;-802;1002;1003,5;MR;196,8;192;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;Existe;Existe;;;;;SC-94;SONDA CONVENCIONAL 94;;14/09/2025
1-BRSA-7-RN;72100018935;3R Potiguar;1ANG3RN;RN;Potiguar;BPOT-6;ANG  ;ANGICO;T;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;FECHADO;05/07/2000;;26/08/2000;Público;"	-05:24:09,832";"	-37:01:32,194";-5,402731111;-37,02560944;SIRGAS2000;Definitiva;Vertical;790;790;790;MR;90;86,4;0;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-86;SONDA CONVENCIONAL 86;I;14/09/2025
1-BRSA-70D-SES;90121019426;Petrobras;1SES135D;SE;Sergipe;SEAL-10;;;M;S;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;17/05/2001;04/06/2001;19/06/2001;Público;"	-11:00:12,002";"	-36:52:28,435";-11,00333389;-36,87456528;SIRGAS2000;Definitiva;Direcional;;2578;;MR;25;0;32;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;;P-6;PETROBRAS VI;;14/09/2025
1-BRSA-702-BAS;20246023577;Petrobras;1BAS141;BA;Camamu;BCAM-40;;;M;S;1;Pioneiro;PORTADOR DE GÁS NATURAL;ABANDONADO PERMANENTEMENTE;06/01/2009;07/04/2009;20/04/2009;Público;"	-13:21:26,762";"	-38:41:14,962";-13,35743389;-38,68748944;SIRGAS2000;Definitiva;Vertical;-4203,8;4232;4233,5;MR;25;0;295;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;;;SS-22;PETROBRAS XVII;;14/09/2025
1-BRSA-704-ES;34270023596;Petrobras;1CLA1ES;ES;Espírito Santo;ES-T-527;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;11/01/2009;04/04/2009;08/04/2009;Público;"	-19:24:41,463";"	-39:49:20,975";-19,4115175;-39,82249306;SIRGAS2000;Definitiva;Vertical;-2113;2120;2125,1;MR;11,4;4,7;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;;;;;;BCH-8;BCH ENERGY 8;I;14/09/2025
1-BRSA-706-SPS;86316023625;Petrobras;1SPS64;SP;Santos;S-M-405;;;M;S;1;Pioneiro;PORTADOR DE GÁS NATURAL;ABANDONADO PERMANENTEMENTE;17/01/2009;27/02/2009;28/05/2009;Público;"	-24:42:39,773";"	-44:25:39,792";-24,71104806;-44,42772;SIRGAS2000;Definitiva;Vertical;-4549;4573;4573;MR;23;0;471;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;Existe;;;Existe;SS-66;ENSCO 5000 (PRIDE MEXICO);N;14/09/2025
1-BRSA-707-SPS;86316023643;Petrobras;1MXL16SPS;SP;Santos;BS-400;MXL  ;MEXILHÃO;M;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ABANDONADO PERMANENTEMENTE;25/01/2009;02/03/2009;13/03/2009;Público;"	-24:25:34,330";"	-44:16:27,705";-24,42620278;-44,2743625;SIRGAS2000;Definitiva;Vertical;-4071;4095;4096;MR;25;0;335;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;;;Existe;Existe;;;;;SS-65;BORGNY DOPHIN;N;14/09/2025
1-BRSA-71A-RJS;74281019457;Petrobras;1RJS558A;RJ;Campos;BC-500;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;02/06/2001;07/07/2001;14/07/2001;Público;"	-22:08:23,034";"	-39:08:07,890";-22,13973167;-39,135525;SIRGAS2000;Definitiva;Vertical;5437;5461;5461;MR;24;0;2460;NM;;;;;Existe;Existe;Existe;;;;Existe;Existe;;;;;Existe;;;;;Existe;NS-22;DEEPWATER FRONTIER;I;14/09/2025
1-BRSA-71-RJS;74281019439;Petrobras;1RJS558;RJ;Campos;BC-500;;;M;S;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;22/05/2001;31/05/2001;01/06/2001;Público;"	-22:08:22,402";"	-39:08:07,014";-22,13955611;-39,13528167;SIRGAS2000;Definitiva;Vertical;;3142;;MR;24;0;2460;NM;;;;;Existe;Existe;;;;;;;;;;;;;;;;;NS-22;DEEPWATER FRONTIER;N;14/09/2025
1-BRSA-710-RNS;72101023693;Petrobras;1RNS151;RN;Potiguar;BM-POT-11;;;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;10/02/2009;03/06/2009;16/07/2009;Público;"	-04:50:10,773";"	-36:13:28,335";-4,836325833;-36,2245375;SIRGAS2000;Definitiva;Vertical;-3509;3529;3536;MR;27,3;0;41,5;NM;;;;;Existe;Existe;Existe;;Existe;;;;;Existe;Existe;;;Existe;Existe;;;;P-5;PETROBRAS V;;14/09/2025
1-BRSA-712D-BA;20240023712;3R Bahia;1MRB1DBA;BA;Recôncavo;SCX;SCX  ;SOCORRO EXTENSÃO;T;S;1;Pioneiro;PRODUTOR COMERCIAL DE PETRÓLEO;FECHADO;25/02/2009;09/03/2009;26/02/2010;Público;"	-12:41:55,416";"	-38:36:12,373";-12,69872667;-38,60343694;SIRGAS2000;Definitiva;Direcional;-1201;1299;1299;MR;54;49,2;0;NM;;;;;Existe;Existe;Existe;Existe;Existe;;;;;;;;Existe;Existe;Existe;;;;SC-94;SONDA CONVENCIONAL 94;;14/09/2025
1-BRSA-713-RJS;74281023722;Petrobras;1RJS661;RJ;Campos;C-M-401;TVD  ;TARTARUGA VERDE;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;26/02/2009;13/06/2009;13/06/2009;Público;"	-22:57:12,819";"	-40:41:49,691";-22,95356083;-40,69713639;SIRGAS2000;Definitiva;Vertical;-3181,5;3194;3194;MR;12,5;0;976,5;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;Existe;;;Existe;Existe;Existe;;;;NS-16;PEREGRINE I;N;14/09/2025
1-BRSA-714-AM;14020023728;Petrobras;1RJM2AM;AM;Solimões;BT-SOL-1;;;T;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ARRASADO;28/02/2009;20/04/2009;30/04/2009;Público;"	-05:01:14,834";"	-64:11:36,666";-5,020787222;-64,19351833;SIRGAS2000;Definitiva;Vertical;-2125;2170;2170;MR;45;38,2;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;Existe;Existe;Existe;;;Existe;;;;;SM-14 (QG-03);QUEIROZ GALVÃO 03 (QG-03);;14/09/2025
1-BRSA-718-ES;34270023781;Petrobras;1JBA1ES;ES;Espírito Santo;BT-ES-15;;;T;S;1;Pioneiro;ABANDONADO POR IMPOSSIBILIDADE DE AVALIAÇÃO;ABANDONADO PERMANENTEMENTE;20/03/2009;24/03/2009;28/07/2009;Público;"	-19:18:49,222";"	-39:48:30,493";-19,31367278;-39,80847028;SIRGAS2000;Definitiva;Vertical;-2111;2121;2121;MR;10;4,1;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;;;;Existe;;;;;GREAT128 (OIL 128/TUS 128/DF-08);GREAT - 128;;14/09/2025
1-BRSA-719-ESS;34271023789;3R Petroleum Off;1ESS187;ES;Espírito Santo;ES-M-414;;;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;22/03/2009;31/07/2009;23/11/2009;Público;"	-19:32:21,637";"	-39:04:54,412";-19,53934361;-39,08178111;SIRGAS2000;Definitiva;Vertical;5526;5574;5574;MR;33;0;74;NM;;;;;Existe;Existe;Existe;Existe;Existe;Existe;;;Existe;Existe;Existe;;Existe;Existe;Existe;;;Existe;PA-37;OFFSHORE DEFENDER;N;14/09/2025
1-BRSA-72-BA;20230019448;Petrobras;1FBP1BA;BA;Tucano Sul;BTUS-3;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;28/05/2001;;02/08/2001;Público;"	-11:26:55,459";"	-38:41:21,049";-11,44873861;-38,68918028;SIRGAS2000;Definitiva;Vertical;;3570;;MR;355,1;345,7;0;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;SC-105;SONDA CONVENCIONAL 105;;14/09/2025
1-BRSA-724-ESS;34281023845;Petrobras;1ESS188;ES;Campos;BM-C-25;;;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;17/04/2009;10/05/2009;21/05/2009;Público;"	-21:05:12,362";"	-40:05:53,374";-21,08676722;-40,09815944;SIRGAS2000;Definitiva;Vertical;3200;3212;3212;MR;12;0;1177;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;Existe;;Existe;Existe;;;;Existe;NS-09;S. C. LANCER;N;14/09/2025
1-BRSA-729-MAS;50081023859;Petrobras;1MAS35MA;MA;Barreirinhas;BM-BAR-1;;;M;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ABANDONADO PERMANENTEMENTE;24/04/2009;21/08/2009;02/09/2009;Público;"	-01:39:24,164";"	-42:42:26,862";-1,656712222;-42,70746167;SIRGAS2000;Definitiva;Vertical;5422;5452;5452;MR;25;0;2066;NM;;;;;Existe;;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;;;NS-27;DEEPWATER DISCOVERY;I;14/09/2025
1-BRSA-73-BA;20240019450;Recôncavo Energia SP;1NOB1BA;BA;Recôncavo;REC-T-211;CAAM ;CARDEAL AMARELO;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;28/05/2001;04/07/2001;08/07/2001;Público;"	-12:31:09,446";"	-38:14:45,310";-12,51929056;-38,24591944;SIRGAS2000;Definitiva;Vertical;;1808;;MR;38,6;33,74;0;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;SC-94;SONDA CONVENCIONAL 94;;14/09/2025
1-BRSA-731-ES;34270023889;Petrobras;1ABR1ES;ES;Espírito Santo;ES-T-364;RSMO ;RIO SÃO MATEUS OESTE;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;11/05/2009;25/05/2009;30/07/2009;Público;"	-18:42:39,265";"	-39:50:34,132";-18,71090694;-39,84281444;SIRGAS2000;Definitiva;Vertical;-920;927;927;MR;7;2,3;0;NM;;;;;Existe;;Existe;Existe;Existe;;;;;Existe;;;;;Existe;;;;DF-04;DRILLFOR-04;;14/09/2025
1-BRSA-732D-RNS;72101023890;Petrobras;1RNS150D;RN;Potiguar;BM-POT-13;;;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;12/05/2009;16/09/2009;29/11/2009;Público;"	-04:43:11,157";"	-36:41:53,517";-4,719765833;-36,69819917;SIRGAS2000;Definitiva;Direcional;-4208;4400;4394,5;MR;23,9;0;28,5;NM;;;;;;;Existe;;Existe;;;;;;Existe;;Existe;Existe;Existe;;;;PA-29;NORTH STAR I;;14/09/2025
1-BRSA-733-ES;34270023899;Petrobras;1ANA1ES;ES;Espírito Santo;BT-ES-15;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;15/05/2009;15/06/2009;15/11/2009;Público;"	-19:20:22,782";"	-39:48:38,637";-19,33966167;-39,8107325;SIRGAS2000;Definitiva;Vertical;-2414,1;2418;2423,1;MR;9;3,5;0;NM;;;;;Existe;;Existe;Existe;Existe;;;;;Existe;;;;;Existe;;;;GREAT128 (OIL 128/TUS 128/DF-08);GREAT - 128;I;14/09/2025
1-BRSA-734-BAS;20266023912;Petrobras;1BAS144;BA;Almada;BM-CAL-5;;;M;S;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL;ARRASADO;20/05/2009;07/07/2009;07/09/2009;Público;"	-14:18:46,207";"	-38:50:49,269";-14,31283528;-38,84701917;SIRGAS2000;Definitiva;Vertical;-3994,8;4015;4021,5;MR;25;0;859;NM;;;;;Existe;;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;Existe;Existe;;;;SS-54;OCEAN WINNER;;14/09/2025
1-BRSA-735-ESS;34271023914;Petrobras;1ESS190;ES;Espírito Santo;ES-M-663;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;17/05/2009;18/06/2009;29/06/2009;Público;"	-20:31:56,449";"	-39:42:25,854";-20,53234694;-39,70718167;SIRGAS2000;Definitiva;Vertical;-3709;3733;3733;MR;24;0;1607;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;;;;;Existe;NS-26;DEEPWATER MILLENIUM;S;14/09/2025
1-BRSA-736D-ESS;34271023917;3R Petroleum Off;1ESS189D;ES;Espírito Santo;ES-M-414;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;24/05/2009;30/06/2009;07/07/2009;Público;"	-19:43:55,421";"	-39:09:52,745";-19,73206139;-39,16465139;SIRGAS2000;Definitiva;Direcional;-4624;4700;4700;MR;12;0;1228;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;;;;;;NS-09;S. C. LANCER;N;14/09/2025
1-BRSA-738-AM;14020023941;Petrobras;1RJM1AM;AM;Solimões;BT-SOL-1;;;T;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;01/06/2009;10/07/2009;20/07/2009;Público;"	-04:55:53,216";"	-64:15:53,853";-4,931448889;-64,26495917;SIRGAS2000;Definitiva;Vertical;-2447;2513;2513;MR;66;60;0;NM;;;;;Existe;Existe;Existe;;Existe;;;;;Existe;Existe;;;Existe;;;;;SM-14 (QG-03);QUEIROZ GALVÃO 03 (QG-03);;14/09/2025
1-BRSA-739-ES;34270023958;Petrobras;1AN1ES;ES;Espírito Santo;BT-ES-14;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ARRASADO;13/06/2009;04/01/2010;15/03/2010;Público;"	-19:32:48,177";"	-39:47:52,900";-19,54671583;-39,79802778;SIRGAS2000;Definitiva;Vertical;-3011;3021;3021,3;MR;10,3;3,4;0;NM;;;;;Existe;;Existe;Existe;Existe;;;;;Existe;Existe;;;Existe;;;;;BCH-8;BCH ENERGY 8;I;14/09/2025
1-BRSA-74A-RJS;74316019474;Petrobras;1RJS559A;RJ;Santos;BS-500;TMB  ;TAMBUATÁ;M;S;1;Pioneiro;ABANDONADO POR OUTRAS RAZÕES;ABANDONADO PERMANENTEMENTE;11/06/2001;15/06/2001;15/06/2001;Público;"	-24:14:34,060";"	-42:18:49,917";-24,24279444;-42,31386583;SIRGAS2000;Definitiva;Vertical;2300;1643;2300;MR;24;0;1560;NM;;;;;Existe;Existe;;;;;;;;;;;;;;;;;SS-51;LOUSIANA;I;14/09/2025
1-BRSA-74B-RJS;74316019484;Petrobras;1RJS559B;RJ;Santos;BS-500;TMB  ;TAMBUATÁ;M;S;1;Pioneiro;ABANDONADO POR IMPOSSIBILIDADE DE AVALIAÇÃO;ABANDONADO PERMANENTEMENTE;16/06/2001;31/08/2001;05/09/2001;Público;"	-24:14:51,318";"	-42:18:41,014";-24,24758833;-42,31139278;SIRGAS2000;Definitiva;Vertical;5504;5528;5528;MR;24;0;1549;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;SS-51;LOUSIANA;I;14/09/2025
1-BRSA-74-RJS;74316019461;Petrobras;1RJS559;RJ;Santos;BS-500;TMB  ;TAMBUATÁ;M;S;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;04/06/2001;07/06/2001;10/06/2001;Público;"	-24:14:33,695";"	-42:18:49,535";-24,24269306;-42,31375972;SIRGAS2000;Definitiva;Vertical;2300;2300;2300;MR;24;0;1560;NM;;;;;Existe;Existe;;;;;;;;;;;;;;;;;SS-51;LOUSIANA;I;14/09/2025
1-BRSA-748-BAS;20246023986;Petrobras;1BAS143;BA;Camamu;BCAM-40;;;M;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;25/06/2009;30/07/2009;05/08/2009;Público;"	-13:21:58,194";"	-38:48:22,782";-13,366165;-38,80632833;SIRGAS2000;Definitiva;Vertical;-2366,8;2400;2401,4;MR;29;0;69;NM;;;;;Existe;;Existe;;Existe;Existe;;;;;;;Existe;;;;;;P-6;PETROBRAS VI;;14/09/2025
1-BRSA-75A-ESS;34281019469;Petrobras;1ESS104A;ES;Campos;BC-15;;;M;S;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;09/06/2001;09/06/2001;09/06/2001;Público;"	-21:03:46,252";"	-39:54:31,327";-21,06284778;-39,90870194;SIRGAS2000;Definitiva;Vertical;3942;1662;3957;MR;25;0;1606;NM;;;;;;Existe;;;;;;;;;;;;;;;;;NS-20;DEEPWATER EXPEDITION;I;14/09/2025
1-BRSA-75B-ESS;34281019498;Petrobras;1ESS104B;ES;Campos;BC-15;;;M;S;1;Pioneiro;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;ABANDONADO PERMANENTEMENTE;09/06/2001;02/07/2001;08/07/2001;Público;"	-21:03:47,152";"	-39:54:31,399";-21,06309778;-39,90872194;SIRGAS2000;Definitiva;Vertical;;3957;;MR;14;0;1583;NM;;;;;Existe;Existe;Existe;;;Existe;Existe;;Existe;;Existe;;Existe;;;;;Existe;NS-14;DISCOVER SEVEN SEAS;N;14/09/2025
1-BRSA-75-ESS;34281019465;Petrobras;1ESS104;ES;Campos;BC-15;;;M;S;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;06/06/2001;06/06/2001;06/06/2001;Público;"	-21:03:45,640";"	-39:54:31,435";-21,06267778;-39,90873194;SIRGAS2000;Definitiva;Vertical;3942;1642;3957;MR;25;0;1606;NM;;;;;;Existe;;;;;;;;;;;;;;;;;NS-20;DEEPWATER EXPEDITION;I;14/09/2025
1-BRSA-753D-RN;72100024034;Origem Alagoas;1GO4DRN;RN;Potiguar;TZI_OP;4408;Tiziu;T;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;18/07/2009;19/08/2009;22/12/2009;Público;"	-05:26:19,618";"	-37:47:41,267";-5,438782778;-37,79479639;SIRGAS2000;Definitiva;Direcional;-3199;3570;3562;MR;122,2;113;0;NM;;;;;Existe;;Existe;;Existe;;;;;;;;Existe;;Existe;;;;SAIPEM-3;SONDA SAIPEM 3;I;14/09/2025
1-BRSA-754D-BA;20240024035;3R Bahia;1MGB1DBA;BA;Recôncavo;BT-REC-7;CAM  ;CAMBACICA;T;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM GÁS NATURAL;FECHADO;19/07/2009;31/08/2009;04/01/2010;Público;"	-12:38:20,077";"	-38:26:50,075";-12,63891028;-38,44724306;SIRGAS2000;Definitiva;Direcional;-2876;3057;3058;MR;95,1;85,7;0;NM;;;;;Existe;;Existe;Existe;Existe;;;;;;;;Existe;Existe;Existe;;;;SC-105;SONDA CONVENCIONAL 105;;14/09/2025
1-BRSA-756-RNS;72101024045;Petrobras;1RNS152;RN;Potiguar;BM-POT-11;;;M;S;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;21/07/2009;02/12/2009;11/03/2010;Público;"	-04:47:22,350";"	-36:21:13,252";-4,789541667;-36,35368111;SIRGAS2000;Definitiva;Vertical;-3496;3519;3523;MR;27,3;0;59,3;NM;;;;;Existe;;Existe;;Existe;;;;;Existe;Existe;;;Existe;Existe;;;;P-5;PETROBRAS V;;14/09/2025
1-BRSA-757A-SPS;86316024052;Petrobras;1SPS68A;SP;Santos;BM-S-17;;;M;S;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;24/07/2009;30/07/2009;30/07/2009;Público;"	-26:22:17,584";"	-45:00:56,309";-26,37155111;-45,01564139;SIRGAS2000;Definitiva;Vertical;-2326;2351;2351;MR;25;0;2249;NM;;;;;Existe;Existe;;;;;;;;;;;;;;;;;SS-53;NOBLE PAUL WOLF;N;14/09/2025
1-BRSA-757B-SPS;86316024069;Petrobras;1SPS68B;SP;Santos;BM-S-17;;;M;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;30/07/2009;08/11/2009;07/12/2009;Público;"	-26:22:20,514";"	-45:00:52,487";-26,372365;-45,01457972;SIRGAS2000;Definitiva;Vertical;-6420,8;6441;6445,8;MR;25;0;2254;NM;;;;;Existe;;Existe;Existe;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;;Existe;SS-53;NOBLE PAUL WOLF;S;14/09/2025
1-BRSA-757-SPS;86316024050;Petrobras;1SPS68;SP;Santos;BM-S-17;;;M;S;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;23/07/2009;24/07/2009;24/07/2009;Público;"	-26:22:17,584";"	-45:00:56,309";-26,37155111;-45,01564139;SIRGAS2000;Definitiva;Vertical;-2326;2351;2351;MR;25;0;2249;NM;;;;;Existe;Existe;;;;;;;;;;;;;;;;;SS-53;NOBLE PAUL WOLF;N;14/09/2025
1-BRSA-758-ES;34270024051;Petrobras;1JAA1ES;ES;Espírito Santo;BT-ES-14;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;24/07/2009;24/08/2009;23/01/2010;Público;"	-19:29:35,417";"	-39:50:25,075";-19,49317139;-39,84029861;SIRGAS2000;Definitiva;Vertical;-2367,6;2376;2378,6;MR;11;4,4;0;NM;;;;;Existe;;Existe;Existe;Existe;;;;;Existe;;;;Existe;;;;;BCH-8;BCH ENERGY 8;I;14/09/2025
1-BRSA-76-SES;90121019466;Petrobras;1SES141;SE;Sergipe;SEAL-10;;;M;S;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;06/06/2001;24/06/2001;29/06/2001;Público;"	-11:11:41,813";"	-36:58:02,050";-11,19494806;-36,96723611;SIRGAS2000;Definitiva;Vertical;;1591;;MR;23;0;30;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;;PA-34;Nabors 659;;14/09/2025
1-BRSA-761-RJS;74281024089;Petrobras;1RJS663;RJ;Campos;C-M-299;;;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;13/08/2009;06/10/2009;06/10/2009;Público;"	-22:24:47,330";"	-40:37:29,640";-22,41314722;-40,6249;SIRGAS2000;Definitiva;Vertical;-3006;3031;3031;MR;25;0;100;NM;;;;;Existe;;Existe;;Existe;Existe;;;;;;;Existe;;;;;;SS-63;FALCON;N;14/09/2025
1-BRSA-762D-RN;72100024103;PetroRecôncavo;1ABV2DRN;RN;Potiguar;BT-POT-9;PAT  ;PATATIVA;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;14/08/2009;25/10/2009;17/05/2010;Público;"	-05:25:38,197";"	-37:37:43,779";-5,427276944;-37,6288275;SIRGAS2000;Definitiva;Direcional;-2910;3351;3351;MR;98,5;90,4;0;NM;;;;;Existe;;Existe;Existe;Existe;;;;;;;;Existe;Existe;Existe;;;;SAIPEM-02;SAIPEM-2;;14/09/2025
1-BRSA-764-CE;30100024134;PetroRecôncavo;1JNO1CE;CE;Potiguar;BT-POT-8;;;T;S;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;25/08/2009;25/09/2009;04/10/2009;Público;"	-05:24:19,926";"	-37:54:42,134";-5,405535;-37,91170389;SIRGAS2000;Definitiva;Vertical;-1595;1740;1742;MR;147;141,2;0;NM;;;;;Existe;;Existe;;Existe;;;;;;;;;;;;;;SHRP-02;Sonda Hidráulica roto-pneumática nº2;;14/09/2025
1-BRSA-768-BAS;20251024182;Petrobras;1BAS149;BA;Jequitinhonha;BM-J-3;;;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;18/09/2009;09/12/2009;31/12/2009;Público;"	-15:25:12,747";"	-38:33:53,576";-15,4202075;-38,56488222;SIRGAS2000;Definitiva;Vertical;-5170;5200;5200;MR;25;0;1025;NM;;;;;Existe;;Existe;Existe;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;;;SS-54;OCEAN WINNER;N;14/09/2025
